Date,Hospitalized,Hospitalized without release,Easy,Medium,Hard,Critical,Ventilated,ECMO,New deaths,Serious (cumu),Ventilated (cumu),Dead (cumu),New hosptialized,New serious,New medium,New easy,In hotels,At home,Active isolations,New contact isolations,New abroad isolations,New other isolations,Positive results,Total infected,New infected,New receovered,Total tests,Tests for idenitifaction,People tested,Tests for Magen,Official antigen tests,Vaccinated reinfected,Unvaccinated reinfected,Reinfected cumulative percentage,Official R,Epidemiological Event
2022-08-05,1084,1009,633,80,267,97,91,1,4,33298,6404,11487,105,25,14,104,None,None,64,0,0,0,2485,4599492,2444,5295,11630,11023,10556,1872,3016,325,120,7.33,0.75,
2022-08-06,1072,1020,620,75,291,98,91,1,10,33340,6409,11497,106,52,17,96,None,None,64,0,0,0,1306,4600761,1269,4228,6484,6265,6092,35,3994,203,60,7.33,0.75,
2022-08-07,1135,991,646,88,301,100,90,1,12,33372,6413,11509,124,42,26,127,None,None,64,0,0,0,2353,4603064,2303,4049,13962,13233,12708,4780,3913,372,119,7.33,0.75,
2022-08-08,1096,950,605,88,302,100,89,1,6,33398,6418,11515,108,30,17,106,None,None,64,0,0,1,2594,4605620,2556,3143,17934,17033,16454,8092,3914,382,114,7.34,0.77,
2022-08-09,1059,967,591,84,270,95,86,0,12,33425,6422,11527,90,32,14,97,None,None,64,0,0,0,2348,4607929,2309,3845,16717,15932,15505,6936,3673,362,134,7.34,0.79,
2022-08-10,1042,903,576,88,270,96,83,0,7,33453,6424,11534,109,32,17,96,None,None,57,0,1,0,2016,4609913,1984,2758,16857,16058,15540,5822,5304,273,95,7.35,0.78,
2022-08-11,992,867,544,90,252,89,77,0,7,33481,6427,11541,91,32,29,86,None,None,8,0,0,0,1688,4611564,1651,2272,15117,14322,13953,5747,4148,232,75,7.35,0.79,
2022-08-12,913,841,509,79,250,90,77,0,4,33497,6427,11545,69,21,11,63,None,None,8,0,0,0,1569,4613101,1537,3374,9087,8558,8116,1450,2135,184,51,7.35,0.79,
2022-08-13,893,859,501,80,245,94,80,0,4,33519,6432,11549,54,25,15,60,None,None,7,0,0,0,855,4613928,827,2938,4484,4340,4078,87,2531,125,43,7.35,0.8,
2022-08-14,903,784,516,83,249,95,80,0,4,33535,6433,11553,67,19,14,66,None,None,7,0,1,0,1562,4615454,1526,2594,12579,11931,11196,4364,3364,281,93,7.35,0.81,
2022-08-15,878,780,481,67,245,100,82,0,3,33558,6436,11556,75,30,7,69,None,None,6,0,0,0,1860,4617283,1829,2020,18053,17156,16573,7986,4203,281,96,7.36,0.8,
2022-08-16,845,764,480,61,215,87,75,0,13,33573,6438,11569,65,20,13,71,None,None,5,0,0,0,1529,4618774,1491,2590,16343,15543,15096,8278,2948,203,87,7.36,0.8,
2022-08-17,798,706,462,59,207,84,76,0,9,33586,6441,11578,68,18,18,66,None,None,25,0,21,0,1346,4620105,1331,1759,13164,12550,12117,4185,4284,218,54,7.36,0.83,
2022-08-18,760,673,435,57,203,90,78,0,3,33600,6446,11581,54,18,13,60,None,None,25,0,0,0,1358,4621447,1342,1851,14428,13640,13308,7805,2390,175,64,7.36,0.85,
2022-08-19,719,681,418,42,196,83,75,0,7,33615,6447,11588,55,18,3,58,None,None,25,0,0,0,1235,4622650,1203,2573,8952,8472,8068,1887,2139,148,53,7.36,0.86,
2022-08-20,703,687,406,46,195,80,73,0,3,33629,6448,11591,40,16,8,39,None,None,28,0,3,0,480,4623116,466,1902,4694,4558,4299,12,2976,84,23,7.36,0.87,
2022-08-21,735,655,435,49,190,73,61,0,9,33643,6448,11600,57,18,11,62,None,None,28,0,0,0,1174,4624269,1153,1862,11510,10956,10636,4687,2806,197,48,7.37,0.87,
2022-08-22,685,606,390,45,194,80,67,1,7,33656,6452,11607,35,20,12,33,None,None,30,0,2,0,1329,4625579,1310,1196,13848,12989,12598,6740,2378,229,70,7.37,0.89,
2022-08-23,668,597,382,44,176,79,64,1,7,33664,6454,11614,54,13,7,52,None,None,30,0,0,0,1120,4626676,1097,1567,12635,11856,11546,5727,2471,155,46,7.37,0.91,
2022-08-24,632,567,358,46,167,73,58,2,5,33675,6455,11619,41,15,13,46,None,None,29,0,0,0,1064,4627719,1043,1289,13905,13273,12962,5621,3854,162,46,7.37,0.91,
2022-08-25,596,541,332,47,154,69,53,2,5,33683,6455,11624,32,11,9,30,None,None,29,0,0,0,906,4628606,887,1526,11382,10701,10408,4755,3095,147,37,7.38,0.91,
2022-08-26,562,544,325,41,141,64,51,2,5,33688,6455,11629,36,6,4,41,None,None,29,0,0,0,931,4629521,915,1464,6564,6219,5980,1155,1797,117,43,7.38,0.93,
2022-08-27,585,571,349,44,143,64,52,2,3,33696,6458,11632,50,9,7,49,None,None,30,0,1,0,524,4630038,517,1389,3977,3831,3587,254,2176,94,19,7.38,0.95,
2022-08-28,619,558,384,43,146,64,55,2,4,33704,6460,11636,51,10,8,58,None,None,30,0,1,0,1023,4631029,991,1163,8886,8354,8047,3164,2191,180,48,7.38,0.97,
2022-08-29,598,530,366,41,134,61,52,2,6,33708,6461,11642,43,7,7,41,None,None,30,0,0,0,1116,4632127,1098,1413,13560,12569,12240,7406,2083,196,42,7.38,1,
2022-08-30,539,490,329,38,127,58,51,3,5,33713,6463,11647,32,6,9,33,None,None,32,0,2,0,912,4633023,896,1991,12812,11972,11677,5841,3098,139,35,7.38,1,
2022-08-31,527,478,331,32,116,57,50,3,1,33717,6464,11648,41,5,5,48,None,None,11,0,0,0,865,4633868,845,913,11018,10434,10159,4289,3412,145,41,7.39,1.01,
2022-09-01,511,456,311,36,108,50,48,3,1,33725,6468,11649,31,10,8,26,None,None,12,0,1,0,902,4634757,889,956,9388,8707,8482,4615,1576,155,37,7.39,1.05,
2022-09-02,468,455,283,33,107,53,46,3,9,33733,6470,11658,26,10,4,25,None,None,12,0,0,0,866,4635584,827,1405,5257,4948,4683,333,1699,123,36,7.39,1.1,
2022-09-03,469,461,290,36,110,50,45,3,0,33739,6473,11658,25,8,7,21,None,None,9,0,0,0,488,4636060,476,966,4418,4288,4078,16,3073,69,31,7.39,1.12,
2022-09-04,495,450,305,37,121,51,44,2,2,33752,6475,11660,32,17,6,35,None,None,14,0,5,0,874,4636913,853,1093,9081,8450,8042,3638,2298,133,57,7.39,1.12,
2022-09-05,473,421,283,31,123,54,46,2,3,33758,6478,11663,27,10,8,25,None,None,14,0,2,0,1071,4637954,1041,997,14120,13024,12741,8681,1991,160,52,7.4,1.12,
2022-09-06,453,411,283,22,111,56,48,2,6,33764,6483,11669,34,6,2,41,None,None,14,0,0,0,956,4638882,928,1084,8028,7421,7204,2935,1861,167,66,7.4,1.13,
2022-09-07,446,412,287,21,106,52,44,2,0,33771,6484,11669,40,8,3,42,None,None,14,0,0,0,941,4639793,911,937,12309,11583,11193,5096,3608,119,64,7.4,1.13,
2022-09-08,434,385,272,25,104,47,43,2,2,33775,6485,11671,27,6,8,27,None,None,14,0,0,0,1003,4640771,978,849,10908,10106,9884,4792,2721,162,73,7.41,1.13,
2022-09-09,421,396,261,22,95,47,43,2,0,33778,6485,11671,34,4,1,33,None,None,14,0,0,0,837,4641594,823,1258,6194,5889,5620,643,2287,141,45,7.41,1.09,
2022-09-10,421,406,267,25,96,47,42,2,3,33785,6486,11674,29,10,8,29,None,None,13,0,0,0,580,4642154,560,916,4305,4188,3951,170,3134,107,49,7.41,1.06,
2022-09-11,436,404,284,28,99,46,39,2,2,33794,6486,11676,35,11,8,36,None,None,12,0,0,0,1111,4643242,1088,948,10300,9316,9078,5055,2484,172,84,7.41,1.06,
2022-09-12,440,402,286,23,101,49,41,1,1,33798,6489,11677,36,6,3,30,None,None,12,0,0,0,1398,4644628,1386,932,11758,10860,10573,6013,2232,218,106,7.42,1.02,
2022-09-13,436,398,280,20,101,50,43,0,4,33806,6491,11681,29,10,3,22,None,None,10,0,0,0,1208,4645823,1195,1084,11899,11032,10850,6358,2090,219,78,7.42,1.01,
2022-09-14,431,389,277,21,102,46,42,0,3,33817,6492,11684,38,12,4,33,None,None,11,0,1,0,1134,4646931,1108,818,10605,9951,9706,4506,2738,196,92,7.43,0.99,
2022-09-15,407,369,260,20,98,45,41,0,4,33822,6493,11688,22,8,3,20,None,None,10,0,0,0,1164,4648070,1139,969,10377,9585,9309,3803,3042,185,84,7.43,0.93,
2022-09-16,400,380,257,15,94,43,39,0,0,33827,6493,11688,32,5,0,32,None,None,10,0,0,0,1099,4649147,1077,1638,6328,6009,5797,795,2125,167,69,7.44,0.82,
2022-09-17,402,389,271,14,95,38,36,0,1,33833,6493,11689,33,6,1,31,None,None,10,0,0,0,655,4649790,643,1172,5401,5292,5044,11,4086,110,39,7.44,0.77,
2022-09-18,425,379,288,15,97,39,38,0,1,33841,6495,11690,39,8,2,39,None,None,5,0,0,0,1370,4651139,1349,1361,12736,11921,11615,5086,3976,243,81,7.44,0.82,
2022-09-19,420,371,278,19,92,34,33,0,2,33848,6495,11692,39,7,8,36,None,None,3,0,0,0,1361,4652471,1332,1149,12374,11463,11211,6549,2270,237,74,7.45,0.95,
2022-09-20,414,368,269,21,88,33,32,0,1,33853,6496,11693,42,6,4,31,None,None,4,0,1,0,1197,4653652,1181,1302,10700,9824,9628,5293,2087,186,57,7.45,0.97,
2022-09-21,414,389,272,20,93,36,34,0,0,33865,6499,11693,49,15,5,47,None,None,4,0,0,0,1216,4654848,1196,888,13221,12418,12155,5342,3976,210,43,7.45,0.96,
2022-09-22,410,369,270,26,89,34,31,0,1,33871,6499,11694,25,8,9,30,None,None,4,0,0,0,971,4655797,949,941,9431,8806,8624,3502,2881,151,36,7.46,0.98,
2022-09-23,403,369,258,29,83,34,29,0,4,33874,6499,11698,34,6,6,28,None,None,4,0,0,0,1051,4656835,1038,1628,6491,6187,5936,812,2181,160,31,7.46,1.1,
2022-09-24,399,388,265,31,81,34,32,0,0,33880,6501,11698,32,8,3,31,None,None,4,0,0,0,563,4657373,538,1223,5414,5300,4997,54,4076,65,25,7.46,1.09,
2022-09-25,411,359,276,30,82,32,31,0,3,33883,6501,11701,31,6,4,33,None,None,5,0,0,1,951,4658275,902,1258,4945,4683,4445,565,1860,143,38,7.46,0.9,
2022-09-26,385,363,260,20,77,32,31,0,3,33887,6502,11704,26,5,1,26,None,None,5,0,0,0,472,4658721,446,981,4006,3868,3525,658,2245,60,16,7.46,0.81,
2022-09-27,395,387,268,21,82,28,29,0,3,33898,6504,11707,36,12,4,29,None,None,5,0,0,0,605,4659318,597,902,5352,5260,4962,7,4014,91,16,7.46,0.82,
2022-09-28,432,385,298,29,86,29,27,0,0,33906,6505,11707,49,8,9,47,None,None,4,0,0,0,1211,4660511,1193,966,16428,15414,15098,8641,4628,209,52,7.46,0.84,
2022-09-29,423,370,283,32,84,26,26,0,1,33913,6506,11708,36,10,9,35,None,None,4,0,0,1,1531,4662008,1497,540,14332,13297,12823,8042,2131,226,55,7.47,0.83,
2022-09-30,404,378,269,28,83,28,28,0,1,33919,6509,11709,34,7,3,40,None,None,4,0,0,0,1057,4663051,1043,1049,9323,8745,8509,2759,3180,182,30,7.47,0.7,
2022-10-01,399,387,281,26,80,26,26,0,1,33922,6510,11710,28,5,2,32,None,None,5,0,1,0,448,4663487,436,517,5798,5724,5460,3,4634,79,8,7.47,0.8,
2022-10-02,439,378,311,28,80,27,26,0,3,33927,6510,11713,48,8,4,48,None,None,5,0,0,0,967,4664433,946,688,10648,9998,9691,4675,3225,162,31,7.48,0.96,
2022-10-03,425,379,293,28,83,28,27,0,1,33939,6511,11714,44,14,7,39,None,None,5,0,0,0,1210,4665623,1190,1469,12898,12061,11764,7509,1759,191,39,7.48,0.97,
2022-10-04,414,375,288,26,75,26,25,0,0,33944,6511,11714,40,6,4,42,None,None,4,0,0,0,585,4666206,583,1291,7695,7267,7185,4259,1419,99,19,7.48,0.94,
2022-10-05,390,384,266,32,77,28,26,0,6,33951,6512,11720,24,8,9,24,None,None,4,0,0,0,84,4666287,81,683,2891,2848,2781,6,2496,15,1,7.48,0.94,
2022-10-06,419,372,290,34,79,26,26,0,3,33955,6515,11723,43,7,4,40,None,None,4,0,0,0,870,4667139,852,799,12242,11625,11425,5916,3947,136,29,7.48,0.94,
2022-10-07,411,385,287,28,76,28,28,0,1,33960,6517,11724,35,5,1,41,None,None,5,0,1,0,903,4668031,892,751,9141,8654,8378,3755,2591,139,28,7.48,0.97,
2022-10-08,412,397,288,29,86,29,29,0,3,33969,6517,11727,35,13,5,33,None,None,5,0,0,0,400,4668424,393,1241,4034,3952,3734,127,2871,59,13,7.48,0.99,
2022-10-09,428,390,295,28,93,28,28,0,2,33976,6517,11729,33,7,2,32,None,None,4,0,0,0,695,4669089,665,336,5536,5277,5074,749,2402,102,18,7.49,1.01,
2022-10-10,416,401,276,30,90,30,30,0,4,33984,6519,11733,24,8,4,22,None,None,4,0,0,0,304,4669386,297,272,4287,4236,4032,4,3396,48,14,7.49,1.01,
2022-10-11,427,384,284,34,95,31,31,0,1,33989,6521,11734,32,8,6,26,None,None,4,0,0,0,808,4670180,794,1124,9468,8988,8787,5033,1906,125,33,7.49,1.04,
2022-10-12,410,368,260,36,94,31,31,0,2,33999,6523,11736,26,11,9,25,None,None,4,0,0,0,794,4670970,790,564,13643,12856,12655,8859,2017,138,16,7.49,1.04,
2022-10-13,401,362,255,31,91,33,33,0,3,34008,6525,11739,31,9,4,34,None,None,4,0,0,0,778,4671723,753,601,10839,10313,10069,5881,2733,115,28,7.49,1.08,
2022-10-14,381,365,238,30,93,35,33,0,2,34017,6527,11741,24,12,3,21,None,None,4,0,0,0,675,4672380,657,643,5963,5728,5532,2048,1887,111,8,7.49,1.19,
2022-10-15,387,382,255,31,88,33,32,0,3,34020,6529,11744,28,3,3,27,None,None,3,0,0,0,364,4672735,355,405,3603,3552,3321,114,2647,68,13,7.49,1.16,
2022-10-16,403,364,265,32,90,34,32,0,1,34027,6532,11745,27,7,5,27,None,None,3,0,0,0,620,4673339,604,853,5661,5439,5235,1281,2248,126,13,7.5,1.11,
2022-10-17,388,384,251,31,91,34,33,0,2,34030,6534,11747,25,5,4,21,None,None,3,0,0,0,414,4673746,407,664,4737,4670,4432,125,3466,109,6,7.5,1.11,
2022-10-18,429,384,280,35,100,34,33,0,3,34044,6534,11750,48,17,5,50,None,None,3,0,0,0,818,4674544,798,842,9601,9206,8957,4632,2613,168,25,7.5,1.06,
2022-10-19,420,370,270,32,94,32,28,0,3,34051,6534,11753,30,9,4,30,None,None,3,0,0,0,869,4675401,857,503,14470,13893,13649,10116,1740,196,13,7.5,1.08,
2022-10-20,397,351,254,22,105,32,29,0,3,34065,6535,11756,33,17,4,26,None,None,2,0,1,0,757,4676146,745,525,12175,11710,11520,7903,1873,193,37,7.51,1.09,
2022-10-21,394,372,241,25,94,31,28,0,1,34068,6536,11757,38,7,5,35,None,None,1,0,0,0,816,4676947,801,644,7465,7239,7060,2358,2200,175,21,7.51,1.12,
2022-10-22,387,377,256,25,95,32,30,0,4,34075,6539,11761,31,7,3,36,None,None,1,0,0,0,405,4677339,392,433,4767,4728,4563,8,3981,95,13,7.51,1.05,
2022-10-23,396,352,250,28,105,33,31,0,2,34090,6541,11763,23,15,5,23,None,None,1,0,0,0,846,4678166,827,1131,8548,8284,8093,4290,2133,209,38,7.52,1.06,
2022-10-24,393,358,255,22,89,32,31,0,3,34094,6543,11766,34,4,5,34,None,None,1,0,0,0,979,4679132,966,791,11698,11321,11134,7776,1587,236,36,7.52,1.06,
2022-10-25,382,353,256,24,91,32,31,1,1,34099,6544,11767,38,7,10,34,None,None,1,0,0,0,840,4679959,827,827,10052,9732,9535,6017,1555,202,44,7.53,1.09,
2022-10-26,386,358,263,19,88,33,32,1,2,34103,6545,11769,33,6,3,30,None,None,1,0,0,0,838,4680786,827,482,10166,9909,9700,4894,2713,229,39,7.53,1.1,
2022-10-27,392,369,272,18,83,31,29,1,5,34106,6545,11774,36,5,4,35,None,None,1,0,0,0,900,4681674,888,608,9807,9436,9201,5685,1509,216,38,7.53,1.08,
2022-10-28,394,381,269,16,89,33,31,1,1,34115,6548,11775,33,10,3,32,None,None,1,0,0,0,682,4682343,669,783,6254,6123,5905,1485,2627,139,26,7.54,1.05,
2022-10-29,416,408,296,18,88,31,30,1,2,34118,6548,11777,37,4,3,39,None,None,1,0,0,0,532,4682855,512,1163,5045,4993,4781,79,3923,139,24,7.54,1.14,
2022-10-30,446,378,307,24,100,33,33,1,3,34132,6553,11780,41,16,6,39,None,None,1,0,0,0,1001,4683839,984,926,9332,9096,8804,4834,2270,256,48,7.54,1.13,
2022-10-31,429,389,295,17,94,30,32,1,1,34141,6553,11781,43,9,4,41,None,None,1,0,0,0,1307,4685130,1291,790,11913,11596,11338,6978,2009,305,70,7.55,1.11,
2022-11-01,415,400,281,18,93,33,35,1,3,34150,6558,11784,35,11,3,32,None,None,1,0,0,0,537,4685651,521,865,4934,4820,4621,2219,1403,130,22,7.55,1.1,
2022-11-02,431,396,294,25,98,35,34,1,1,34161,6559,11785,43,11,11,35,None,None,1,0,0,0,1004,4686647,996,533,9538,9279,9086,5590,1611,235,51,7.56,1.08,
2022-11-03,432,386,286,22,104,32,33,1,2,34173,6560,11787,34,15,4,39,None,None,1,0,0,0,1012,4687636,989,523,9395,9180,9000,5636,1441,279,48,7.56,1.1,
2022-11-04,405,375,254,18,101,29,29,1,3,34180,6560,11790,23,7,3,26,None,None,1,0,0,0,893,4688521,885,1113,5580,5458,5338,1690,1556,230,43,7.57,1.11,
2022-11-05,420,415,281,24,103,29,28,1,1,34190,6560,11791,47,12,9,50,None,None,1,0,0,0,684,4689188,667,951,4047,3997,3752,27,2952,192,30,7.57,1.13,
2022-11-06,462,408,311,28,105,32,30,1,3,34196,6562,11794,50,9,5,45,None,None,1,0,0,0,991,4690151,963,609,8697,8499,8316,4785,1793,288,38,7.58,1.11,
2022-11-07,464,418,313,29,109,37,33,1,0,34210,6567,11794,55,16,12,56,None,None,1,0,0,0,1320,4691459,1308,1008,11850,11612,11370,6769,2004,372,54,7.58,1.13,
2022-11-08,452,404,289,30,112,36,33,1,3,34222,6567,11797,36,16,9,32,None,None,1,0,0,0,1170,4692611,1152,832,9643,9418,9205,4564,2332,340,53,7.59,1.14,
2022-11-09,454,426,298,31,102,39,35,1,2,34232,6571,11799,44,12,9,46,None,None,3,1,0,1,1140,4693738,1127,587,10824,10619,10351,5985,2295,313,60,7.6,1.13,
2022-11-10,485,442,327,28,104,37,35,1,1,34240,6572,11800,67,12,4,58,None,None,3,0,0,0,1079,4694792,1054,749,11654,11441,11238,5969,3174,313,31,7.6,1.13,
2022-11-11,467,440,302,30,106,35,32,1,3,34251,6572,11803,28,13,9,28,None,None,3,0,0,0,988,4695766,974,1342,8165,8009,7700,2972,2544,273,37,7.61,1.12,
2022-11-12,466,454,310,31,108,36,31,1,1,34260,6574,11804,33,13,6,34,None,None,3,0,0,0,605,4696354,588,1010,4705,4656,4470,13,3755,169,23,7.61,,
2022-11-13,500,458,335,34,114,35,31,1,3,34275,6576,11807,57,19,11,51,None,None,3,0,0,0,1297,4697632,1278,1177,9351,9152,8942,4584,2421,374,64,7.62,,
2022-11-14,505,449,325,39,111,35,30,1,3,34289,6579,11810,41,17,11,38,None,None,3,0,0,0,1590,4699192,1560,1149,13294,12984,12710,7607,2608,477,81,7.63,,
2022-11-15,494,453,320,35,116,36,30,1,5,34302,6580,11815,57,15,7,53,None,None,3,0,0,0,1498,4700665,1473,935,11688,11392,11088,6355,2208,478,53,7.64,,
2022-11-16,494,449,315,41,115,35,32,1,0,34316,6584,11815,47,14,11,46,None,None,3,0,0,0,1242,4701891,1226,767,10580,10352,10047,5031,2838,357,51,7.65,,
2022-11-17,490,441,320,36,108,33,30,1,4,34320,6584,11819,44,6,8,49,None,None,3,0,0,0,1401,4703281,1390,722,12584,12345,12163,7857,2090,425,74,7.66,,
2022-11-18,485,450,296,41,108,37,31,1,1,34327,6585,11820,49,10,13,40,None,None,3,0,0,0,1271,4704533,1252,1559,6483,6280,6100,2121,1900,369,42,7.66,,
2022-11-19,485,471,316,36,119,39,33,1,0,34340,6586,11820,38,16,7,47,None,None,3,0,0,0,659,4705179,646,1211,4121,4066,3835,380,2900,193,19,7.66,,
2022-11-20,532,452,351,37,125,38,33,1,2,34352,6588,11822,66,15,13,65,None,None,3,0,0,0,1546,4706701,1522,1335,10289,10026,9733,4676,2710,514,60,7.67,,
2022-11-21,485,427,306,34,127,39,35,0,0,34365,6591,11822,30,14,7,33,None,None,4,0,0,1,1819,4708487,1786,1120,15340,14983,14690,9467,2718,584,65,7.69,,
2022-11-22,417,417,257,35,125,39,37,0,1,34375,6593,11823,14,10,4,13,None,None,3,0,0,0,1370,4709805,1318,1182,7723,7533,7369,3309,2123,403,52,7.69,,
